id,lat,lng,spoc_name,freezer_model,spoc_number
5050,73.11723418,27.49259056,Vimal,Ken,8863254195
5051,92.2208054,26.81674569,Hari,LG,9945112589
5052,95.19338734,28.78943814,Sam,Ken,8687213212
5053,80.58002235,18.16505354,Hari,Voltas,9945112589
5054,79.1729737,14.9277196,Kumar,Ken,9165896325
5055,92.78605649,23.81340097,Sam,Voltas,8687213212
5056,75.56751511,34.5208749,Sam,LG,8687213212
5057,83.39827298,21.30643833,Gopi,LG,7879214563
5058,80.05592237,14.47956371,Sam,Whirlpool,8687213212
5059,81.48726151,20.37587935,John,Ken,9894551122
5060,85.92346196,21.80320788,Kumar,Whirlpool,9165896325
5061,92.88062381,23.54723974,Gopi,Ken,7879214563
5062,76.91875887,16.58278016,Gopi,Voltas,7879214563
5063,76.95586017,13.27915178,Gopi,LG,7879214563
5064,71.69178065,23.59731106,Sam,Ken,8687213212
5065,75.10786819,31.87858812,Arun,Ken,9695234455
5066,80.77800366,28.45775721,Vimal,Whirlpool,8863254195
5067,80.20896426,19.52562682,Vimal,LG,8863254195
5068,81.89389301,22.58593995,Vimal,Whirlpool,8863254195
5069,93.6932825,7.090808107,Arun,Voltas,9695234455
5070,77.20804287,18.37831836,Vimal,LG,8863254195
5071,77.12512714,27.40915943,Gopi,LG,7879214563
5072,77.43455137,13.39386596,Kumar,Whirlpool,9165896325
5073,78.59593851,12.10019399,Vimal,Ken,8863254195
5074,68.84079678,23.45322583,Gopi,Ken,7879214563
5075,81.45433224,20.70815541,Kumar,LG,9165896325
5076,78.87980291,23.04592581,Hari,Ken,9945112589
5077,77.59024165,22.64002385,Kumar,Ken,9165896325
5078,73.017402,18.64097912,Sam,Ken,8687213212
5079,77.39913014,17.19899832,Kumar,Ken,9165896325
5080,90.19407238,26.77945858,Kumar,Ken,9165896325
5081,71.04066778,27.28962758,Arun,Ken,9695234455
5082,73.13758748,28.21491452,Arun,Ken,9695234455
5083,77.16964062,12.73545311,Sam,LG,8687213212
5084,75.6787744,18.99052521,Arun,Voltas,9695234455
5085,76.31983224,26.58607697,Hari,Whirlpool,9945112589
5086,78.20566921,11.30579309,Vimal,LG,8863254195
5087,73.03497546,21.32536011,Sam,Whirlpool,8687213212
5088,78.36858533,17.1079006,Arun,Whirlpool,9695234455
5089,74.16104006,20.02068507,Kumar,Voltas,9165896325
5090,81.84238739,18.96594925,Vimal,Whirlpool,8863254195
5091,76.57885541,28.22928143,Kumar,LG,9165896325
5092,80.98845078,23.59339013,John,LG,9894551122
5093,80.41112681,22.41427506,Hari,Whirlpool,9945112589
5094,88.14359396,27.04776832,Arun,Ken,9695234455
5095,82.16840616,24.7457463,Sam,Ken,8687213212
5096,75.47410931,32.0294971,Hari,LG,9945112589
5097,78.05903235,16.05839594,Hari,Ken,9945112589
5098,74.43917238,27.94063331,Hari,Whirlpool,9945112589
5099,91.91551109,26.63359786,Sam,Voltas,8687213212
5100,76.71085389,10.84096266,Kumar,LG,9165896325
5101,71.98106355,26.88917998,Sam,Voltas,8687213212
5102,90.60495698,26.0772723,Hari,Whirlpool,9945112589
5103,92.78150245,23.87390129,Vimal,Ken,8863254195
5104,80.50431832,18.32782796,Sam,Ken,8687213212
5105,80.63087452,16.39482045,Hari,Ken,9945112589
5106,79.98912045,26.76000337,Hari,Voltas,9945112589
5107,79.22969059,19.41373065,Gopi,Ken,7879214563
5108,80.92779361,24.01139271,Sam,Voltas,8687213212
5109,76.12757577,18.09465393,Gopi,LG,7879214563
5110,77.99296794,18.1950236,Arun,Voltas,9695234455
5111,69.89299203,21.47338805,Vimal,Whirlpool,8863254195
5112,82.23745226,25.66756392,Arun,Ken,9695234455
5113,77.98393558,18.48972859,Vimal,Whirlpool,8863254195
5114,80.6848516,26.43170535,Kumar,LG,9165896325
5115,78.45662207,20.04891798,Sam,LG,8687213212
5116,80.28685002,23.1376105,Vimal,Voltas,8863254195
5117,96.79815319,27.88908845,Kumar,Whirlpool,9165896325
5118,73.91107976,21.1653827,John,LG,9894551122
5119,78.80022439,31.01089851,Hari,Ken,9945112589
5120,75.72927489,23.78707762,Sam,Ken,8687213212
5121,73.97783931,18.28716823,Hari,Whirlpool,9945112589
5122,74.5796934,23.79790946,Hari,LG,9945112589
5123,96.18373155,27.29781981,Arun,Whirlpool,9695234455
5124,81.4564585,20.87837692,Hari,LG,9945112589
5125,75.53780201,21.92909814,Vimal,Ken,8863254195
5126,75.29774667,19.5580013,Gopi,Whirlpool,7879214563
5127,86.60492581,23.38501075,Sam,LG,8687213212
5128,86.48999132,23.64187693,Kumar,Ken,9165896325
5129,92.4142991,23.16019521,John,Ken,9894551122
5130,83.05331236,24.54393683,Hari,Ken,9945112589
5131,92.41905098,26.81089615,Sam,Whirlpool,8687213212
5132,77.83413237,33.74670127,Arun,Ken,9695234455
5133,72.18147378,23.21227634,Sam,Voltas,8687213212
5134,73.65566809,25.35129075,Arun,LG,9695234455
5135,78.843182,15.53647607,Vimal,LG,8863254195
5136,85.89958215,21.63655868,Arun,Whirlpool,9695234455
5137,77.81318223,28.27915121,Vimal,Whirlpool,8863254195
5138,77.54772029,35.26281426,Kumar,LG,9165896325
5139,70.86691659,26.06284315,Sam,LG,8687213212
5140,84.97104939,25.74196031,Hari,Whirlpool,9945112589
5141,77.37983012,18.93813199,John,LG,9894551122
5142,85.4384759,26.48240244,Hari,Voltas,9945112589
5143,88.04737456,25.65039497,Arun,Ken,9695234455
5144,81.12931963,16.50183659,Vimal,Voltas,8863254195
5145,73.6134747,25.75609983,Hari,Ken,9945112589
5146,77.52579923,24.58632982,Arun,Voltas,9695234455
5147,75.25793296,30.02965245,Gopi,Whirlpool,7879214563
5148,81.39110715,27.90717851,Gopi,LG,7879214563
5149,86.98089954,21.87368628,Hari,LG,9945112589
5150,76.05628547,24.1285638,Arun,Voltas,9695234455
5151,74.15457724,17.57082925,John,Whirlpool,9894551122
5152,74.83301424,26.25843866,Gopi,LG,7879214563
5153,81.28935874,17.21142763,Vimal,Voltas,8863254195
5154,76.15690772,28.18712349,Arun,Voltas,9695234455
5155,80.42995148,27.57727817,Sam,Ken,8687213212
5156,76.49594624,28.94351543,Sam,Ken,8687213212
5157,80.47842753,23.51303535,Gopi,Ken,7879214563
5158,75.44339688,15.92080539,Hari,LG,9945112589
5159,69.61129063,26.89588924,Arun,Voltas,9695234455
5160,77.32955231,29.63671579,Vimal,Voltas,8863254195
5161,84.14629298,22.68492392,Gopi,Ken,7879214563
5162,74.55523951,28.41065561,Kumar,Ken,9165896325
5163,75.33857819,12.9753525,Arun,Ken,9695234455
5164,88.733622,27.48276799,Kumar,Voltas,9165896325
5165,82.48864762,21.50956064,Sam,LG,8687213212
5166,77.18961382,13.75588634,Vimal,Voltas,8863254195
5167,77.21250167,27.28258287,Gopi,Ken,7879214563
5168,71.75088847,21.14405781,Kumar,Voltas,9165896325
5169,72.24047029,27.66034796,Vimal,Voltas,8863254195
5170,70.53052904,21.25862986,Sam,Voltas,8687213212
5171,82.04584303,24.06335407,Arun,Whirlpool,9695234455
5172,75.55735736,15.88806315,Vimal,Whirlpool,8863254195
5173,73.78202947,23.28717986,Hari,Voltas,9945112589
5174,85.47063939,23.42077388,Hari,Voltas,9945112589
5175,76.87992655,13.77194964,Sam,Voltas,8687213212
5176,75.62461598,21.69272069,Kumar,LG,9165896325
5177,74.09057313,20.3356625,Arun,Voltas,9695234455
5178,76.35955752,27.91319532,Sam,Whirlpool,8687213212
5179,74.71385208,16.36554953,John,Ken,9894551122
5180,80.73422117,21.72817887,Sam,LG,8687213212
5181,76.09736531,29.26615477,Kumar,Ken,9165896325
5182,78.71955624,26.22515062,Kumar,Whirlpool,9165896325
5183,72.14802256,27.92607089,Vimal,Whirlpool,8863254195
5184,83.85409494,19.6344119,John,Voltas,9894551122
5185,79.39320133,10.78975207,Sam,Whirlpool,8687213212
5186,86.70387763,25.98164893,Vimal,Whirlpool,8863254195
5187,92.7164175,23.93290594,Vimal,Voltas,8863254195
5188,84.00674072,21.74762844,John,Ken,9894551122
5189,94.30874391,28.08700259,Vimal,Voltas,8863254195
5190,76.28394534,10.65133986,Sam,LG,8687213212
5191,82.26075535,26.39533296,Gopi,LG,7879214563
5192,88.4395964,27.89206124,Gopi,Whirlpool,7879214563
5193,77.08073446,33.55811604,John,Whirlpool,9894551122
5194,91.16364662,26.61392353,John,Whirlpool,9894551122
5195,69.70572367,26.90688387,Hari,Voltas,9945112589
5196,78.97059386,21.96026456,Gopi,Ken,7879214563
5197,82.95389964,18.60363523,Kumar,Voltas,9165896325
5198,76.06089281,21.68024369,Hari,Ken,9945112589
5199,77.69035137,15.52780241,Vimal,Ken,8863254195
5200,96.75267216,27.50476841,Kumar,Whirlpool,9165896325
5201,80.26804807,24.89520022,Sam,LG,8687213212
5202,93.80304919,27.34869665,Vimal,Whirlpool,8863254195
5203,81.07294279,16.58603221,Kumar,LG,9165896325
5204,73.82822592,26.93030564,Gopi,Whirlpool,7879214563
5205,86.53517359,21.53843904,Vimal,Voltas,8863254195
5206,71.19302738,26.00458319,Vimal,LG,8863254195
5207,77.09870846,25.68423965,Sam,LG,8687213212
5208,79.86174475,26.68425653,Arun,Ken,9695234455
5209,80.70504475,22.50807664,Kumar,Whirlpool,9165896325
5210,75.87750603,26.09260281,Kumar,Voltas,9165896325
5211,74.49238687,33.67179932,Arun,LG,9695234455
5212,79.31824892,22.52052776,Sam,Ken,8687213212
5213,77.7484866,9.404122866,John,LG,9894551122
5214,81.31633521,26.66768621,Arun,Voltas,9695234455
5215,79.14506329,32.88572636,John,LG,9894551122
5216,81.01662905,21.40099227,Kumar,Ken,9165896325
5217,96.33332162,27.68183553,Sam,Voltas,8687213212
5218,77.31963337,23.69231272,Kumar,Ken,9165896325
5219,81.07512287,23.78178085,John,Ken,9894551122
5220,82.44151448,26.33188131,Hari,Voltas,9945112589
5221,90.92908334,25.93255957,Kumar,Ken,9165896325
5222,70.40238268,21.48654554,Vimal,Whirlpool,8863254195
5223,86.48644308,21.96694174,Gopi,Whirlpool,7879214563
5224,77.66469214,21.0856696,Arun,Voltas,9695234455
5225,77.67161554,30.02592676,Kumar,Ken,9165896325
5226,91.45699132,23.31609811,Kumar,Whirlpool,9165896325
5227,73.72002244,27.72624498,Gopi,Ken,7879214563
5228,77.51553109,10.20960779,Gopi,Whirlpool,7879214563
5229,87.22925139,26.19866936,Gopi,Voltas,7879214563
5230,78.09406628,30.0216543,Arun,Ken,9695234455
5231,85.36125985,20.2104833,Gopi,Ken,7879214563
5232,84.84178055,25.35701058,Vimal,Whirlpool,8863254195
5233,95.602051,27.32272619,John,Whirlpool,9894551122
5234,74.04219286,23.86371373,John,Whirlpool,9894551122
5235,94.12471793,28.18692967,Hari,LG,9945112589
5236,85.42597815,25.86608395,Vimal,Whirlpool,8863254195
5237,75.39140124,13.47724342,Kumar,Whirlpool,9165896325
5238,72.7137088,28.12546063,Arun,Voltas,9695234455
5239,85.00129433,24.27987271,Arun,LG,9695234455
5240,74.38864519,26.0204126,Sam,Ken,8687213212
5241,88.43948602,23.71073695,Vimal,LG,8863254195
5242,78.12084963,10.19101376,Hari,Voltas,9945112589
5243,80.52046103,23.30155803,Sam,Whirlpool,8687213212
5244,81.01516739,20.49233077,John,Ken,9894551122
5245,76.10396686,26.28935953,Sam,Ken,8687213212
5246,78.84768454,33.17747803,Gopi,Voltas,7879214563
5247,78.73243275,28.19857061,John,Whirlpool,9894551122
5248,76.24637356,34.12151179,Vimal,Whirlpool,8863254195
5249,70.0046981,21.57524834,Vimal,Voltas,8863254195
5250,75.47258229,33.23973049,John,Ken,9894551122
5251,74.02495564,15.1334859,John,Ken,9894551122
5252,77.32309157,18.64921106,Kumar,Voltas,9165896325
5253,80.96271977,22.66763185,Vimal,Ken,8863254195
5254,86.2900737,20.90622719,Sam,Ken,8687213212
5255,86.23882872,24.59121997,Arun,LG,9695234455
5256,83.91310915,23.85460044,John,Ken,9894551122
5257,79.31328361,18.36395356,Arun,LG,9695234455
5258,88.0100966,23.91588537,Sam,Ken,8687213212
5259,77.50204064,18.91513299,Hari,Ken,9945112589
5260,77.23745344,33.6232656,Gopi,LG,7879214563
5261,80.29935295,13.12071007,Sam,Ken,8687213212
5262,78.27779755,20.07596701,John,LG,9894551122
5263,71.32889683,27.11678436,John,LG,9894551122
5264,73.78802802,26.37061105,Kumar,LG,9165896325
5265,81.03529153,20.49123407,Arun,Voltas,9695234455
5266,76.37160176,28.85000939,Gopi,LG,7879214563
5267,73.77274692,27.25123003,Sam,Whirlpool,8687213212
5268,75.82783129,22.54661818,Hari,Ken,9945112589
5269,79.75515312,11.21070658,Gopi,Voltas,7879214563
5270,75.30791639,23.60808046,John,LG,9894551122
5271,77.19627669,24.37317925,Hari,Whirlpool,9945112589
5272,73.40261562,18.43666641,Gopi,Ken,7879214563
5273,74.47189149,30.28401803,Hari,Voltas,9945112589
5274,76.48957145,30.99125321,Arun,Ken,9695234455
5275,80.43844275,16.96617049,Sam,Ken,8687213212
5276,80.70142936,20.51387589,Arun,Ken,9695234455
5277,75.48901223,17.51205038,Vimal,Voltas,8863254195
5278,82.73840232,26.93141749,Vimal,Voltas,8863254195
5279,77.99724811,22.19064662,John,Ken,9894551122
5280,78.54303595,19.48830814,Hari,Voltas,9945112589
5281,80.76712438,21.61403723,Kumar,Voltas,9165896325
5282,78.55874704,16.76461379,Arun,Whirlpool,9695234455
5283,86.671156,23.38972837,Sam,Ken,8687213212
5284,91.403455,23.29662159,Kumar,Voltas,9165896325
5285,74.87336491,24.24203711,Gopi,LG,7879214563
5286,78.92632375,20.81305081,Arun,Voltas,9695234455
5287,80.06094391,26.50713959,Hari,Whirlpool,9945112589
5288,76.09896662,25.36127678,Gopi,Voltas,7879214563
5289,78.65831384,17.84947847,Gopi,LG,7879214563
5290,88.83248484,26.26345593,Kumar,Ken,9165896325
5291,77.55763125,34.49071204,Hari,LG,9945112589
5292,91.48965072,26.32081425,Hari,Whirlpool,9945112589
5293,73.97418058,18.36864111,John,Ken,9894551122
5294,78.79694151,27.48409815,Sam,Voltas,8687213212
5295,76.23392175,17.12462045,Vimal,Ken,8863254195
5296,79.24207594,21.77103027,Vimal,Whirlpool,8863254195
5297,70.81260037,21.01040637,Hari,Ken,9945112589
5298,79.2335239,10.78323963,Sam,LG,8687213212
5299,88.63877712,23.5520964,Vimal,LG,8863254195
5300,79.06415381,11.09830627,Vimal,Whirlpool,8863254195
5301,78.84239637,10.51256329,Sam,Whirlpool,8687213212
5302,81.59084874,25.21453848,Vimal,Voltas,8863254195
5303,86.7001792,21.76077854,Gopi,LG,7879214563
5304,77.01322778,28.80541354,Gopi,Voltas,7879214563
5305,72.58762193,25.26804382,Hari,Whirlpool,9945112589
5306,76.64536795,10.89601189,Gopi,Voltas,7879214563
5307,91.20497782,25.79119751,Gopi,Voltas,7879214563
5308,90.92120395,25.26557924,John,Ken,9894551122
5309,79.8267815,13.31810223,Kumar,Voltas,9165896325
5310,71.14093517,22.64071475,Sam,Ken,8687213212
5311,75.70347702,21.53401905,Sam,LG,8687213212
5312,76.52565018,15.69521904,Arun,Whirlpool,9695234455
5313,71.00998484,24.00021718,Vimal,LG,8863254195
5314,78.79374817,14.14672368,Kumar,LG,9165896325
5315,75.10341203,22.96390768,Vimal,Ken,8863254195
5316,69.70581208,23.36355644,Vimal,Voltas,8863254195
5317,96.0941445,29.05329349,Kumar,LG,9165896325
5318,77.00834314,13.43743428,Gopi,Whirlpool,7879214563
5319,80.80555553,17.70312931,Vimal,Ken,8863254195
5320,78.2794562,29.68153577,Sam,Voltas,8687213212
5321,96.26075272,28.33124717,Hari,Whirlpool,9945112589
5322,78.47966136,17.56845208,Arun,Voltas,9695234455
5323,89.81267346,26.28156802,Sam,Ken,8687213212
5324,83.7883026,25.13479249,Vimal,Whirlpool,8863254195
5325,78.88538256,12.19573083,Kumar,Ken,9165896325
5326,72.40165219,24.06528003,John,Whirlpool,9894551122
5327,73.92261484,25.41311214,Arun,Ken,9695234455
5328,84.38390805,20.66089356,Kumar,Ken,9165896325
5329,73.91572877,15.31270531,Gopi,Voltas,7879214563
5330,85.11849533,21.51684671,Vimal,Ken,8863254195
5331,77.21692301,33.90799376,Vimal,Ken,8863254195
5332,76.13270186,13.61450841,Vimal,Ken,8863254195
5333,80.70781373,26.69717874,John,Whirlpool,9894551122
5334,82.16382337,21.70426846,Hari,Whirlpool,9945112589
5335,79.70542366,25.9285195,Sam,Ken,8687213212
5336,84.9440914,25.81684476,Arun,Voltas,9695234455
5337,78.30143246,28.16944594,Vimal,Ken,8863254195
5338,71.255654,21.74524468,Sam,Voltas,8687213212
5339,82.64827493,20.61622829,Arun,Whirlpool,9695234455
5340,72.79658209,23.21195443,Arun,Whirlpool,9695234455
5341,76.12689673,32.21219773,Sam,Whirlpool,8687213212
5342,70.78358605,27.66703989,Arun,LG,9695234455
5343,73.4561518,17.06424153,Sam,LG,8687213212
5344,81.22222939,16.92714637,Arun,Ken,9695234455
5345,93.64305151,25.7002087,Kumar,Ken,9165896325
5346,82.9137617,22.25983821,Hari,Whirlpool,9945112589
5347,74.08571762,30.26031683,Kumar,Whirlpool,9165896325
5348,87.46670729,22.72937752,Gopi,LG,7879214563
5349,79.4090412,28.30692613,Kumar,LG,9165896325
5350,75.5794769,15.59878017,Hari,Whirlpool,9945112589
5351,88.59072485,27.97831913,Sam,Ken,8687213212
5352,75.01239279,24.82474435,Gopi,LG,7879214563
5353,78.20911894,20.37782049,Kumar,Ken,9165896325
5354,78.45096259,23.15300611,Arun,LG,9695234455
5355,82.78923755,22.00387966,Gopi,Ken,7879214563
5356,75.62967675,34.3035504,Sam,Voltas,8687213212
5357,78.44625873,25.51178523,Vimal,LG,8863254195
5358,77.65272249,11.33408369,Hari,Whirlpool,9945112589
5359,95.51161307,27.62379954,Gopi,Ken,7879214563
5360,92.67615607,26.75053198,Gopi,Whirlpool,7879214563
5361,77.96337484,28.17358273,Sam,Ken,8687213212
5362,72.32224608,22.25379198,John,Whirlpool,9894551122
5363,92.02568179,25.49668603,Gopi,LG,7879214563
5364,84.40934324,22.82970074,Gopi,Voltas,7879214563
5365,88.74638578,26.77250459,Gopi,Whirlpool,7879214563
5366,87.4718413,24.34215175,Sam,Whirlpool,8687213212
5367,81.89904744,18.96480446,Sam,LG,8687213212
5368,74.45350531,21.02732644,Kumar,Voltas,9165896325
5369,88.58151862,27.01093814,Kumar,Ken,9165896325
5370,91.58224054,26.54167465,John,Voltas,9894551122
5371,82.07918289,23.82316105,John,Voltas,9894551122
5372,86.26292263,25.52642179,Hari,Voltas,9945112589
5373,85.12444469,21.71083045,Vimal,Voltas,8863254195
5374,74.73032851,33.22428658,Arun,Ken,9695234455
5375,79.53397996,20.77346305,Hari,Ken,9945112589
5376,70.27755983,27.72390869,Hari,LG,9945112589
5377,81.48559531,24.29719065,Hari,LG,9945112589
5378,73.22304254,24.77434445,John,Ken,9894551122
5379,71.20813173,21.01716946,Sam,LG,8687213212
5380,74.17126059,15.44387548,John,Ken,9894551122
5381,73.30883289,26.17803506,Arun,Voltas,9695234455
5382,71.39639214,26.28607451,Gopi,Whirlpool,7879214563
5383,70.19502316,25.97633108,John,Voltas,9894551122
5384,82.17768794,23.20827062,Arun,Voltas,9695234455
5385,95.9723938,28.09786332,Hari,Voltas,9945112589
5386,76.63821298,18.95478773,John,Voltas,9894551122
5387,82.35083243,17.78268785,Gopi,Voltas,7879214563
5388,74.20637645,15.90728473,Arun,Voltas,9695234455
5389,77.19192998,25.35666086,Sam,Whirlpool,8687213212
5390,74.70682374,21.18447162,John,Ken,9894551122
5391,82.66717257,18.00497302,Arun,Ken,9695234455
5392,76.13147107,24.6183966,Hari,Whirlpool,9945112589
5393,97.12395018,27.1215601,Arun,LG,9695234455
5394,75.69136591,23.93176226,John,Voltas,9894551122
5395,92.91839204,24.04475721,Gopi,Ken,7879214563
5396,84.08719609,19.00037409,Arun,LG,9695234455
5397,80.68200797,24.62169184,Arun,Ken,9695234455
5398,77.38950392,10.3229906,John,Ken,9894551122
5399,77.76228742,12.13410616,Hari,Whirlpool,9945112589
5400,73.90417128,24.82256281,Arun,Voltas,9695234455
5401,73.0094241,20.70383943,John,LG,9894551122
5402,70.21046109,23.97703886,Arun,Whirlpool,9695234455
5403,76.24471783,31.77335462,Sam,LG,8687213212
5404,77.25350698,13.82522605,John,Voltas,9894551122
5405,75.80895793,34.12670312,Arun,LG,9695234455
5406,75.65005515,17.33055226,Hari,Voltas,9945112589
5407,81.79547595,22.90264877,Kumar,Ken,9165896325
5408,71.06295714,27.25821114,John,Ken,9894551122
5409,74.78922418,22.74209167,Sam,Voltas,8687213212
5410,75.2793581,13.13627033,Vimal,LG,8863254195
5411,74.05847387,15.08770731,John,LG,9894551122
5412,81.69849703,21.72475628,Kumar,Whirlpool,9165896325
5413,76.67373313,30.63675303,Sam,Voltas,8687213212
5414,81.03902605,21.26773201,Hari,Voltas,9945112589
5415,78.12162809,19.26109567,Sam,Voltas,8687213212
5416,78.98235122,30.36786835,Kumar,Ken,9165896325
5417,78.58192701,25.81892167,John,Voltas,9894551122
5418,77.57312792,33.44437977,Gopi,Whirlpool,7879214563
5419,73.11811941,19.95101427,Arun,Whirlpool,9695234455
5420,79.95811689,17.04514806,Kumar,Voltas,9165896325
5421,76.24315759,18.80460318,Hari,Whirlpool,9945112589
5422,77.23939072,34.38290537,Arun,LG,9695234455
5423,72.21377973,27.24418052,Gopi,LG,7879214563
5424,76.5624965,18.926196,John,Voltas,9894551122
5425,76.16124711,16.21107475,Hari,LG,9945112589
5426,74.62414418,19.93289024,Sam,Ken,8687213212
5427,80.26355347,22.80512839,Arun,LG,9695234455
5428,92.87363354,23.25991075,John,Ken,9894551122
5429,82.18962859,23.87335744,Gopi,Whirlpool,7879214563
5430,76.75868687,33.18586371,Sam,Voltas,8687213212
5431,75.89453962,28.85957995,Hari,LG,9945112589
5432,81.72392017,26.2505666,Arun,LG,9695234455
5433,82.86685244,27.34386905,Hari,Ken,9945112589
5434,91.88428899,23.97034771,John,Voltas,9894551122
5435,77.48881623,27.5732746,Kumar,Voltas,9165896325
5436,77.07978535,32.36953179,Kumar,LG,9165896325
5437,79.47790455,18.38513121,Hari,Ken,9945112589
5438,85.50331516,23.60381003,Arun,Ken,9695234455
5439,74.36063218,19.36445857,Vimal,Ken,8863254195
5440,83.24695875,27.05828214,Vimal,Ken,8863254195
5441,84.8253574,20.99657254,John,LG,9894551122
5442,79.89670265,28.05408294,Vimal,Voltas,8863254195
5443,79.26327149,13.02428157,Hari,Voltas,9945112589
5444,75.07635869,32.55118669,John,Ken,9894551122
5445,73.18979277,21.08610502,Hari,Whirlpool,9945112589
5446,74.2628318,29.37256509,Hari,Whirlpool,9945112589
5447,76.18874688,17.13188426,Vimal,Ken,8863254195
5448,81.92667434,24.17578232,John,LG,9894551122
5449,77.44257701,14.95358899,Hari,Voltas,9945112589
5450,81.58628001,21.08463535,Sam,Voltas,8687213212
5451,77.98780539,23.64176841,Vimal,Ken,8863254195
5452,69.58087812,23.64032819,John,Ken,9894551122
5453,77.93418499,34.41258707,Arun,LG,9695234455
5454,83.5985662,21.66180683,Gopi,LG,7879214563
5455,78.46162818,19.38455746,Arun,Whirlpool,9695234455
5456,77.11746784,32.53961069,Sam,LG,8687213212
5457,79.45937083,17.5236458,Vimal,Voltas,8863254195
5458,94.35665982,28.23793729,Hari,Ken,9945112589
5459,77.78421271,11.81984642,Hari,Whirlpool,9945112589
5460,89.72527098,26.44605814,Kumar,Ken,9165896325
5461,83.56399019,25.89255661,Arun,LG,9695234455
5462,79.21586558,24.79643562,Arun,LG,9695234455
5463,87.16974191,23.45098889,John,Whirlpool,9894551122
5464,78.42581822,21.27528824,John,Voltas,9894551122
5465,71.53669968,23.65625899,Arun,Ken,9695234455
5466,77.08779279,17.23799937,Kumar,LG,9165896325
5467,74.86997882,21.72062761,John,LG,9894551122
5468,82.40117178,17.4730854,Arun,Whirlpool,9695234455
5469,80.19373892,18.99185871,Vimal,Whirlpool,8863254195
5470,77.23689729,34.27342613,Arun,Voltas,9695234455
5471,78.9741593,26.27024025,Arun,Voltas,9695234455
5472,72.35267031,25.78334769,Sam,Ken,8687213212
5473,93.27319286,23.25863608,Hari,Whirlpool,9945112589
5474,76.57119127,24.34112926,Gopi,Ken,7879214563
5475,74.62548437,32.79510175,Sam,Voltas,8687213212
5476,77.44513493,22.15625589,John,LG,9894551122
5477,79.80309303,19.35431064,Gopi,LG,7879214563
5478,71.73845497,24.73389666,Kumar,Ken,9165896325
5479,76.00636847,15.45052315,Vimal,Ken,8863254195
5480,77.9446581,12.54766832,Arun,Ken,9695234455
5481,84.95377084,23.17520116,Gopi,LG,7879214563
5482,90.80115416,25.2984376,Sam,Whirlpool,8687213212
5483,88.60905802,27.17914516,John,Ken,9894551122
